title,abstract,link,assigned_category,assigned_score,rule_category,rule_reason,pub_date,source,score_CO₂光转化,score_CO₂热转化,score_CO₂电转化,score_CO₂矿化,score_CO₂生物转化,score_CO₂捕集与分离,score_CO₂运输与封存,score_系统集成与工艺耦合,score_能源经济与LCA,score_政策与产业化
Dual‐Metal Synergy in Sn‐Sb‐CNF Membrane Anodes Boosts Electro‐Filtration Oxidation of Emerging Contaminants,"Abstract Emerging contaminants, including pharmaceutical and personal care products (PPCPs), pose significant threats to aquatic ecosystems and human health. This study demonstrates efficient electrochemical oxidation of PPCPs using a novel tin‐antimony doped carbon nanofiber membrane (Sn‐Sb‐CNF) anode leveraging dual‐metal synergy. Oxygen vacancies generated through this synergistic effect function as active sites, enhancing pollutant adsorption capacity and oxidant activation capability. The degradation mechanism proceeds primarily via dominant hydroxyl radical ( • OH) generation, leading to complete contaminant mineralization. Notably, Sn/Sb dual‐metal doping modulates the electronic structure, altering the d‐band center from −4.777 to −2.175 eV and significantly lowering reaction energy barriers. This electronic optimization facilitates electron transfer kinetics and accelerates pollutant degradation. Owing to this synergy, the Sn‐Sb‐CNF anode achieved high removal efficiencies (&gt;90%) within 30 min for multiple PPCPs: ofloxacin (95%), enrofloxacin (91%), carbamazepine (90%), acetaminophen (82%), and ibuprofen (96%). Furthermore, the membrane exhibits potent antimicrobial activity, achieving 4‐log inactivation of tetracycline‐resistant Escherichia coli and 5‐log reduction of T7 bacteriophage within 30 min. In real wastewater containing antibiotic‐resistant bacteria from a treatment plant, the system attained 62% mineralization rate. This work establishes a dual‐metal synergy strategy that provides new avenues for efficient PPCP elimination in complex aqueous matrices.",https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202512066?af=R,其他,0.35844165086746216,,,,,0.2529509663581848,0.12761721014976501,0.3336505591869354,0.18252088129520416,0.24361930787563324,0.35844165086746216,0.21971872448921204,0.26814141869544983,0.09837063401937485,0.15535926818847656
Single‐atom Electronic Bridge Facilitates Cascade Electron Transfer From Encapsulated Polyoxometalate to Metal‐Organic Framework for Efficient Photocatalytic CO2 Conversion,"Abstract The POM@MOF system, integrating the exceptional properties of polyoxometalates (POM) and metal‐organic frameworks (MOF), exhibits considerable catalytic potential. However, the absence of stable and well‐defined electron‐transfer pathways between the two components hampers charge separation and transport, thereby limiting its catalytic efficiency. Here, we constructed a Ni single‐atom electronic bridge (SAEB) between POM and MOF, based on our previously‐reported PMo 11 W@ rht ‐MOF‐1 composite. Spherical aberration‐corrected transmission electron microscopy and X‐ray absorption spectroscopy analyses revealed not only the hierarchical dispersion of single‐atom Ni, POM, and MOF, but also the formation of chemical bonds between Ni and both POM and MOF. This precisely engineered Ni‐SAEB facilitated cascade electron transfer from the encapsulated PMo 11 W to rht ‐MOF‐1 framework, as confirmed by femtosecond transient absorption spectroscopy and in situ X‐ray photoelectron spectroscopy. Further investigations demonstrated that the Ni‐SAEB/POM@MOF system simultaneously harnessed the “electronic sponge” effect of POM and the CO 2 adsorption‐conversion capability of MOF. Consequently, the Ni‐SAEB/PMo 11 W@ rht ‐MOF‐1 composite achieved a CO 2 ‐to‐CO photocatalytic conversion rate of 3 mmol g −1 h −1 , markedly surpassing that of PMo 11 W@ rht ‐MOF‐1 without Ni‐SAEB. This work establishes the SAEB strategy as a versatile catalytic concept, where single atoms serve as both surface catalytic centers and interfacial cascade electron mediators, with broad scientific significance.",https://onlinelibrary.wiley.com/doi/10.1002/anie.202524558?af=R,CO₂捕集与分离,0.4568984806537628,CO₂捕集与分离,capture_separation_keywords,,,0.4568984806537628,0.2767471969127655,0.3901429772377014,0.1726098358631134,0.2875322699546814,0.33314141631126404,0.17916473746299744,0.1990853250026703,0.1479424089193344,0.1320512741804123
Modulation of Photoluminescence and Solar Thermal Energy Storage in Norbornadiene–Quadricyclane Dimers,"Abstract The norbornadiene/quadricyclane (NBD/QC) photoswitch pair is a promising system for molecular solar thermal (MOST) energy storage. Multichromophoric systems with two or more photoswitches can offer red‐shifted absorption, higher energy densities, and additional functionality. Here, a series of ortho ‐ and para ‐substituted NBD dimers bearing methoxy, hexoxy (for solubility), and cyano groups were synthesised and evaluated for their MOST properties. Compared to monomers, the dimers display red‐shifted absorption and improved solar spectrum match, with onsets between 448–488 nm, owing to their donor–acceptor design and extended conjugation. A key finding is the tunable relationship between molecular structure, photoluminescence and photoisomerisation: para ‐dimers exhibit efficient fluorescence, whilst ortho ‐dimers are superior photoswitches with quantum yields of isomerisation, Φ i , up to 63%. Solvent choice further modulates behaviour; Φ i is higher in acetonitrile, whereas fluorescence is more efficient in toluene. This interplay allows tailoring for specific functions. The best‐performing photoswitches were studied in a liquid‐chip device, achieving a record solar conversion efficiency of 2.9%. Catalytic back‐conversion using cobalt phthalocyanine on carbon and macroscopic heat release experiments at 0.1 M yielded a 5.78 °C temperature increase. This first experimental macroscopic heat release of a dimeric system provides important insights into design challenges and opportunities for advancing multichromophoric systems towards MOST applications.",https://onlinelibrary.wiley.com/doi/10.1002/anie.202516629?af=R,其他,0.3758903443813324,,,,,0.3758903443813324,0.1684616506099701,0.12537753582000732,0.10279463976621628,0.19219976663589478,0.1393691599369049,0.047985658049583435,0.07638174295425415,0.06720781326293945,0.08128155767917633
Solar‐Driven Direct Lithium Extraction from Low‐Quality Brines,"Abstract Owing to the crucial role in energy transformation for decarbonization, sustainable lithium (Li) supply has become growingly critical. Low‐quality brines hold vast potential due to infinite reserves and diverse distribution but desire green and cost‐effective extraction techniques against low Li concentrations and high magnesium‐to‐lithium ratios. Solar‐driven direct lithium extraction (SDLE) systems combining conventional evaporation and DLE techniques can overcome the present challenges of Li extraction, promising to advance the exploitation of low‐quality brines while simultaneously producing fresh water. However, the underlying construction principles and fundamental physical processes concerning SDLE systems are still uncovered comprehensively. This review first reveals the high‐efficient and energy‐effective Li extraction mechanisms from low‐quality brines. Then, this work systematically presents construction and enhancement strategies, and the latest advancements and engineering applications of various SDLE systems, covering adsorption, membrane separation, crystallization separation, and electrochemical extraction. Furthermore, this work highlights the rational design of SDLE devices for water‐Li co‐production. Finally, this work discusses the challenges and future prospects for realizing SDLE systems from lab discovery to scale‐up field demonstration. This review aims to bridge the gap between fundamental science and practical engineering behind the SDLE, unlocking different insights for resource sustainability and low‐grade brines mining.",https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202512998?af=R,其他,0.4152941405773163,,,,,0.4152941405773163,0.3013942539691925,0.34201356768608093,0.2727111876010895,0.23651307821273804,0.3657473027706146,0.2016778439283371,0.2131076604127884,0.2655307650566101,0.21118620038032532
Charge‐Spin‐Orbit Modulated Carbon‐Encapsulated FeP/Fe3O4 Heterojunctions for Ultrafast and Stable Conversion of Low‐Concentration Nitrate to Ammonia,"Abstract Electrocatalytic nitrate reduction reaction offers an effective route for ammonia synthesis and actual wastewater treatment. Despite some important achievements, the progress is still low than expected, especially in low‐concentration nitrate, mostly because of slow hydrogenation kinetics and interfering substances. In this work, we presented that, by engineering spin orbital orientation, a carbon‐encapsulated FeP/Fe 3 O 4 heterojunctions (FeP/Fe 3 O 4 @C) enabled ultrafast and stable NH 3 electrosynthesis from low‐concentration nitrate. In‐situ characterization and theoretical calculation confirmed that FeP/Fe 3 O 4 heterojunctions induced spin orbit splitting of Fe, resulting in electron transition from low spin to high spin. The resulted non‐degenerate orbitals caused the energy levels shift up and guided the electron migration from FeP to Fe 3 O 4 , which thus activated additional 3d orbital electron states. This spin orbital orientation further optimized the chemisorption properties of nitrogen‐oxygen intermediates and H* spillover, thus accelerating hydrogenation kinetics for ultrafast NH 3 electrosynthesis. Meanwhile, FeP/Fe 3 O 4 @C electrocatalyst alleviated the phosphate poisoning of active metal sites during industrial wastewater treatment, demonstrating excellent anti‐interference capability and environmental sustainability for real application. This work by modulating the “charge‐spin‐orbit” structure of active sites provided a new strategy for rational design of high‐performance electrocatalysts for various electrocatalytic reactions.",https://onlinelibrary.wiley.com/doi/10.1002/anie.202519571?af=R,其他,0.342134952545166,,,,,0.3023344576358795,0.24983517825603485,0.32627221941947937,0.17360571026802063,0.342134952545166,0.2585192322731018,0.04107067361474037,0.20040808618068695,0.08512689173221588,0.10388890653848648
Synergies Between Atomically Dispersed Ru Single Atoms and Nanoparticles on CeAlOx for Enhanced Photo‐Thermal Catalytic CO2 Hydrogenation,"Abstract Heterogeneous catalysts integrating single‐atom species and nanoparticles maximize atom utilization and hydrogen dissociation for hydrogenation reactions. However, challenges in maintaining consistent metal loadings during synthesis complicate direct performance comparisons with the single‐atom and nanoparticle‐based systems, which obscures rational assessment of their catalytic potential. Herein, Ru 1+NPs /CeAlO x photothermal catalysts are reported which leverage the synergy between Ru single atoms and Ru nanoparticles to enhance CO 2 hydrogenation to CH 4 . Under light irradiation (3.1 W cm −2 , 200–1100 nm) at 200 °C, the Ru 1+NPs /CeAlO x catalyst achieves a CH 4 production rate of 197.2 mmol g cat −1 h −1 with near‐100% selectivity, surpassing single‐atom Ru 1 /CeAlO x catalysts and nanoparticle‐based Ru NPs /CeAlO x catalysts, with equivalent metal contents. Mechanistic studies revealed that in Ru 1+NPs /CeAlO x catalysts, Ru single atoms facilitate CO 2 adsorption/activation and subsequent conversion, while Ru nanoparticles promote H 2 dissociation, with their synergistic interplay driving superior performance. Moreover, the CeAlO x support effectively stabilizes the dual‐site structure and facilitates the formation of reaction intermediates through its abundant oxygen vacancies and surface Lewis acid‐base pairs, thereby further enhancing the catalytic reaction. This work highlights the critical role of synergistic effects between single atoms and nanoparticles, offering new approaches for designing high‐efficiency hydrogenation catalysts.",https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202512793?af=R,CO₂光转化,0.5503302812576294,CO₂光转化,conversion_route_priority,,,0.5503302812576294,0.45349228382110596,0.49648669362068176,0.2764545679092407,0.29265400767326355,0.26387134194374084,0.15856914222240448,0.29938045144081116,0.19903159141540527,0.14168213307857513
Deciphering Intricacies in Directional CO2 Conversion From Electrolysis to CO2 Batteries,"ABSTRACT Renewable electricity storage coupled with CO 2 conversion (power‐to‐X) has emerged as a fantastic means for reconciling energy demand and CO 2 mitigation issues. To successfully implement such approaches, directional CO 2 conversion is a crucial prerequisite, making it a pivotal research area. Thereinto, direct electrolysis of CO 2 (power‐to‐chemicals), while far from being commercially successful, has achieved substantial progress in selectivity and conversion rate for certain chemicals. Metal–CO 2 (M‐CO 2 ) batteries can integrate several energy conversion pathways (power‐to‐metal paired with metal‐to‐power and/or metal‐to‐chemicals); however, their progress remains limited, particularly for directional generation of valuable chemicals. Meanwhile, the lack of understanding and benchmarking across materials and performances hinders rational evaluation and technology advancement of M‐CO 2 batteries. Herein, we explore the critical elements required to achieve directional CO 2 conversion in M‐CO 2 battery by comparing with direct electrocatalytic CO 2 reduction technology, building from fundamental chemistry concepts and issues, basis of materials design and product selectivity, to device‐level considerations that facilitate high practical energy and power density, as well as long‐duration conversion and storage. The emphasis lies on how to rationally design a precise catalyst and configuration for M‐CO 2 batteries, with the expectation that forward‐looking insights will inspire top‐notch investigations and engage various sectors of society.",https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.70796?af=R,CO₂电转化,0.700516402721405,CO₂电转化,conversion_route_priority,,,0.5404633283615112,0.5593388080596924,0.700516402721405,0.4043445289134979,0.47556906938552856,0.500123918056488,0.3307572305202484,0.3919358551502228,0.39590927958488464,0.25417497754096985
[ASAP] Low-Spin State Single-Atom Ni Catalyst for Electrochemical Carbon Dioxide Reduction at Ampere-Level Current,"Developing earth-abundant, selective, and low-overpotential electrocatalysts for the reduction of carbon dioxide represents a novel paradigm for a sustainable carbon economy. Here, we present advances in the understanding of trends in the reduction of CO2 to CO of Ni single-atom catalysts (SACs) supported by ordered mesoporous carbon (OMC). Characterizations using X-ray absorption spectroscopy (XAS), temperature-dependent magnetic susceptibility (M-T), and density functional theory (DFT) calculations show that the spin-state transitions from high-spin (HS) to low-spin (LS) for Ni SACs are induced by an asymmetric trigonal bipyramidal NiN2O3 configuration. Combined with surface-enhanced infrared absorption spectroscopy in the attenuated total reflection mode (ATR-SEIRAS), kinetic isotope effect (KIE), and density functional theory calculations, the rate-determining step is demonstrated to be the formation of *COOH. The unique NiN2O3 structure with a low-spin state significantly enhances the adsorption of *COOH due to the formation of stable Ni-C bonds and intermolecular hydrogen bonding. In electrocatalytic CO2 reduction to CO, the low-spin Ni SAC achieved an industrial-level performance, with a current density toward the CO product (JCO) up to 1 A cm-2, a turnover frequency (TOF) of 107,200 h-1 at ∼99% Faradaic efficiency (FE), and a half-reaction energy efficiency of 66%. This study establishes an electronic structure mechanistic framework for CO production from M-N/Ox moieties, thereby providing guidelines for the design of CO2 reduction catalysts.",http://dx.doi.org/10.1021/jacs.5c15056,CO₂电转化,0.49712032079696655,CO₂电转化,conversion_route_priority,,,0.49712032079696655,0.3656345307826996,0.4483301341533661,0.33170437812805176,0.32695549726486206,0.3947831690311432,0.14222265779972076,0.2886401414871216,0.19564996659755707,0.13653050363063812
Covalent Organic Framework and Composite as Photocatalysts Toward Sustainable CO2 Reduction,"Abstract The intensifying climate emergency compels a rapid paradigm shift from fossil fuel‐based energy systems toward sustainable, carbon‐neutral alternatives. Among emerging strategies, the photocatalytic valorization of CO 2 into energy‐dense fuels and commodity chemicals by suitable photocatalysts presents a straightforward and economically viable solution for both greenhouse gas mitigation and renewable energy storage. In this context, covalent organic frameworks (COFs) have emerged as a highly promising class of crystalline, porous semiconductor photocatalysts for CO 2 reduction reactions (CO 2 RR), owing to their structural regularity, modularity, and optoelectronic tunability. In this review, we comprehensively outline the recent progress in three distinct categories of COF‐based photocatalytic systems: metal‐free COFs, single‐metal‐atom based COFs, and COF‐based composites. Key strategies such as the judicious incorporation of donor–acceptor architectures, rational post‐synthetic functionalization, and heterojunction engineering are discussed. Insights from in situ operando characterization and theoretical calculations are also presented to highlight the roles of exciton dynamics, charge separation, active site engineering, and structure–function relationship in CO 2 RR. Finally, we propose future research directions for better utilization of COFs in solar fuel/chemical generation. Overall, this review aims to provide a comprehensive discussion on the advancement of COF‐based photocatalysts and next‐generation CO 2 valorization materials.",https://onlinelibrary.wiley.com/doi/10.1002/anie.202515840?af=R,CO₂捕集与分离,0.6478811502456665,CO₂捕集与分离,capture_separation_keywords,,,0.6478811502456665,0.4220343828201294,0.4492505192756653,0.3277919888496399,0.4163092076778412,0.3554472327232361,0.26634180545806885,0.2749820649623871,0.28968578577041626,0.2500556409358978
Grazer exclusion is associated with higher fast-cycling carbon pools but lower slow-cycling mineral-associated carbon across grasslands,"The removal of livestock grazers from historically grazed grasslands is widely proposed as a key strategy for the enhancement of soil organic carbon (SOC) for climate mitigation. Yet, accurate assessments of how grazer exclusion impacts SOC pools of differing stability are lacking, with most studies focusing on total SOC rather than the distribution of SOC within fast and more stable, slow-cycling pools. Here, we used 12 historically grazed grassland sites along an 800 km south-north gradient across the United Kingdom to test how particulate (POC) and mineral-associated organic carbon (MAOC) pools were linked to long-term (>10 y) exclusion of large domesticated grazers. We found that grazer exclusion was associated with relatively higher fast-cycling C pools, including plant and litter C, and to a lesser extent POC, but lower more stable, slow-cycling MAOC pools compared to grazed controls. Grazer exclusion was also associated with a marked shift in vegetation composition, with greater cover of ericoid mycorrhizal (ErM) shrubs over arbuscular mycorrhizal (AM) graminoids. This vegetation shift likely played a dual role in regulating SOC, contributing to higher POC via both the input of recalcitrant litter and by the enhancement of soil moisture and lower MAOC due to priming and decreased mineral protection of SOC. Our findings provide evidence that while the exclusion of grazers tends to favor fast-cycling C pools, it coincides with lower SOC persistence, potentially increasing the vulnerability of grassland SOC stocks to future climate change.",https://www.pnas.org/doi/abs/10.1073/pnas.2512048123?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,其他,0.24796199798583984,,,,,0.2240615338087082,0.11749105155467987,0.07263962179422379,0.24796199798583984,0.23727424442768097,0.22922703623771667,0.2212507724761963,0.18325790762901306,0.18694372475147247,0.23839329183101654
Efficient Electrochemical Urea Synthesis From CO2 and N2 in Moderate Pressure,"ABSTRACT Although electrochemical nitrogen fixation emerges as a sustainable pathway to revolutionize the nitrogen cycle using renewable electricity, the overwhelming dominance of the hydrogen evolution reaction over N 2 activation in aqueous systems imposes fundamental limitations on simultaneously achieving high production rates and Faradaic efficiency. Inspired by Le Chatelier's principle, in this work, an appropriate pressure field was innovatively coupled with electrochemical reduction into the N 2 ‐CO 2 co‐fed urea synthesis system, achieving concurrently suppression of gaseous byproducts of CO/H 2 and enhancement of C–N coupling. Atomically dispersed amorphous Bi x Ni 1‐ x O y clusters were engineered as tandem catalyst, the pressure‐driven in situ electronic modulation of the liquid‐immersed catalyst—originating from increased surface coverage—is for the first time confirmed: Bi sites exhibit a progressive increase in oxidation state, while Ni centers undergo gradual reduction. The rational atomic‐scale integration of multimetallic active centers and system engineering principles for interfacial microenvironment modulation via moderate pressurization achieved breakthrough performance with a high urea production rate of 8.71 mmol h −1 g −1 cat , coupled with remarkable 50% nitrogen fixation efficiency, pointing to one of the best catalysts in aqueous systems among those reported so far. By integrating pressure engineering with atomic‐scale catalyst design, this work provides a guiding paradigm for gas‐involved electrochemical reactions.",https://onlinelibrary.wiley.com/doi/10.1002/anie.8253479?af=R,CO₂电转化,0.5004115700721741,CO₂电转化,conversion_route_priority,,,0.4082815647125244,0.3689493238925934,0.5004115700721741,0.29670530557632446,0.36199715733528137,0.3676864504814148,0.211878702044487,0.34583425521850586,0.2179897576570511,0.20845545828342438
"[ASAP] Component-Specific Functions of Cu, Zn, and Zr in Inverse ZnZrOx/Cu Catalysts for CO2 Hydrogenation to Methanol","Cu-based ternary catalysts often outperform their binary counterparts in the hydrogenation of CO2 to methanol. Unraveling the underlying synergistic effects among multiple components remains challenging and requires comprehensive operando characterization. In this study, we present a detailed investigation into the synergistic Cu-Zn-Zr interactions in inverse ZnZrOx/Cu catalysts, which show strong promise for enhancing the synthesis of methanol from CO2. In situ X-ray diffraction revealed that ZrO2 clusters effectively stabilize Cu nanoparticles against sintering during the H2 reduction. Operando X-ray absorption spectroscopy at the Cu, Zn, and Zr K-edges demonstrated that the enhanced reducibility of Zn and Zr species arises from synergistic Cu-Zn-Zr interactions. Upon H2 reduction, partially reduced ZrO2 facilitated CO2 adsorption and activation. Initially dispersed Zn2+ species were partially transformed into the CuZn alloy, which remained stable under reaction conditions. Notably, the CuZn alloy significantly enhanced the hydrogenation of key formate reaction intermediates to methanol. Moreover, Zn incorporation in Cu inhibited methanol decomposition to CO. The combined effects of efficient H2 activation on highly dispersed metallic Cu, enhanced CO2 activation by reduced ZrO2 clusters, and rapid formate hydrogenation facilitated by the CuZn alloy rendered inverse ZnZrOx/Cu catalysts superior in methanol formation rates as compared to inverse ZnOx/Cu, ZrOx/Cu catalysts, a commercial CuZnAl catalyst, and previously reported CuZnZr catalysts.",http://dx.doi.org/10.1021/jacs.5c19915,CO₂热转化,0.4718036651611328,CO₂热转化,conversion_route_priority,,,0.443517804145813,0.4356282949447632,0.4718036651611328,0.38742831349372864,0.27955007553100586,0.34865814447402954,0.1504870504140854,0.28303781151771545,0.18393464386463165,0.11945780366659164
Cu Sites Induced Polarization Enhancement and Symbiotic Electronic Structure Regulation to Facilitate CO2 Photoreduction,"ABSTRACT The sluggish charge transfer and weak surface‐site reactivity critically limit CO 2 photoreduction efficiency. While the crystal structure dictates bulk charge separation, the surface atomic configuration governs reaction kinetics and thermodynamics. Thus, concurrent optimization of both domains is essential. In this work, we present a concise strategy for the selective conversion of CO 2 to CO using polar Bi 4 O 5 Br 2 nanosheets modified with Cu atoms to induce bulk polarization enhancement and symbiotic electronic structure regulation (SESR). The SESR effect establishes a dynamic coupling between internal polarization and surface electronic states. Cu incorporation into the asymmetric Bi 4 O 5 Br 2 layered framework enhances intrinsic polarization through polar‐unit stacking, thereby extending carrier lifetime by 48.6‐fold and facilitating efficient charge separation and migration. Meanwhile, the strengthened polarization modulates the surface electronic configuration of Cu sites, promoting CO 2 adsorption and activation, as supported by experimental characterization and theoretical simulation under polarized conditions. Without any sacrificial agents or sensitizers, Cu‐Bi 4 O 5 Br 2 achieves a remarkable CO 2 ‐to‐CO rate of 45.34 µmol g −1 h −1 with high selectivity in pure water. This work elucidates the cooperative interplay between polarization fields and surface electronic regulation, providing a generalizable paradigm for manipulating charge dynamics and catalytic‐site chemistry toward efficient solar‐driven CO 2 conversion.",https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202506247?af=R,CO₂光转化,0.49011048674583435,CO₂光转化,conversion_route_priority,,,0.49011048674583435,0.341838538646698,0.4280555546283722,0.3068807125091553,0.3701392412185669,0.32443004846572876,0.17184047400951385,0.2461761087179184,0.17989122867584229,0.17158225178718567
Surface Electrostatic Gradient of Perovskite Boosts Metal in Situ Exsolution and CO2 Electrolysis in Solid Oxide Electrolyzer,"Abstract The in situ exsolution of nanoparticles (NPs) has brought new opportunities for the application of perovskite‐based catalysts in solid oxide electrolyzers. However, the kinetic driving force controlling cation migration and subsequent metal nucleation is not yet fully understood. Here we identified surface electrostatic gradient as the decisive kinetic factor in governing metal exsolution by treating La 0.3 Ca 0.6 Ti 0.9 Mn 0.05 Ni 0.05 O 3−δ (LCTMN) with NaBH 4 of different concentrations. Multi‐scale characterizations revealed that different spatial distribution of surface oxygen vacancy induced positive surface potential shift and established electrostatic gradients that attracted Ni 2+ cations toward LCTMN surface, thereby driving Ni 2+ migration and reduction. Moreover, theoretical calculations demonstrated that surface oxygen vacancies reduced Ni segregation energy and work function of LCTMN, elucidating the critical role of electronic redistribution in accelerating in situ exsolution. Consequently, treatment of LCTMN with 3.0 M NaBH 4 yielded a high‐density dispersion of uniform Ni NPs with abundant strongly anchored interfacial sites for CO 2 adsorption and activation. Notably, it delivered maximal current density of 1.25 A cm −2 and CO Faraday efficiency of 94.23%, coupled with a superior 100‐hour stability, surpassing all counterparts. This study establishes a direct link between surface potential and exsolution kinetics, providing a universal paradigm for designing high‐performance perovskites with desirable reactivity.",https://onlinelibrary.wiley.com/doi/10.1002/anie.202520056?af=R,CO₂电转化,0.43368297815322876,CO₂电转化,conversion_route_priority,,,0.3310750424861908,0.2564002573490143,0.43368297815322876,0.2650987505912781,0.216295525431633,0.3206757605075836,0.06636052578687668,0.20199353992938995,0.11649294942617416,0.12485425919294357
Quantum Dots Encapsulated in Porous Matrices for Artificial Photosynthesis: From H2 Evolution to CO2 Reduction and Beyond,"ABSTRACT Semiconductor quantum dots (QDs) have emerged as promising materials for artificial photosynthesis, owing to their exceptional light‐harvesting capabilities, efficient exciton generation, and tunable surface properties. However, challenges still remain in enhancing their solar‐to‐chemical conversion efficiency, reaction selectivity, long‐term stability, and diversification of redox reactions. A promising strategy to address these limitations involves the precise confinement of QDs within porous matrices (either flexible or rigid frameworks), which offers new opportunities for advanced artificial photosynthetic systems. Furthermore, recent progress in nanomaterial synthesis and advanced characterization techniques has enabled innovative approaches for encapsulating QDs in porous matrices. This review systematically summarizes recent advancements in this field, covering fabrication strategies, charge carrier dynamics, and emerging functionalities. First, the predominant synthetic approaches is discussed, including “ship‐in‐a‐bottle” and “bottle‐around‐the‐ship” methods, along with the benefits and challenges of QD encapsulation in porous matrices. Next, key applications is highlighted, such as photocatalytic H 2 evolution, CO 2 photoreduction, and organic photoredox catalysis, providing mechanistic insights and performance comparisons. Finally, current challenges is outlined and future study directions to inspire the rational design of QD/porous material composites for large‐scale, practical photochemical applications and beyond.",https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202522563?af=R,CO₂光转化,0.4270961880683899,CO₂光转化,conversion_route_priority,,,0.4270961880683899,0.1992071121931076,0.2644246220588684,0.19087781012058258,0.36496230959892273,0.2154885232448578,0.11782649159431458,0.08641449362039566,0.1079222783446312,0.09526826441287994
Solid Solution In Situ‐Reconstructed Mg‐Cu2O/Cu Heterointerface for CO2 Reduction to C2+ Alcohols in Neutral and Acidic Media,"ABSTRACT Electrochemical CO 2 reduction presents a sustainable route for producing value‐added liquid C 2+ alcohols. Using neutral and acidic media enables high CO 2 utilization, but suffers low C 2+ alcohols selectivity and production rate, due to high energy barrier of C─C coupling and competing C 2 H 4 pathway on conventional Cu catalysts. Herein, we report porous Mg‐stabilized Cu 2 O/metallic Cu (Mg‐Cu 2 O/Cu) heterointerface, in situ reconstructed from block copolymer‐derived mesoporous MgCuO solid solution under operating CO 2 reduction conditions, that realizes extraordinary neutral and acidic CO 2 ‐to‐C 2+ alcohols performance. In situ spectroscopic and computational investigations disclose that Mg‐Cu 2 O/Cu heterointerface facilitates *CO hydrogenation and triggers energy‐favorable asymmetric *CO─CHO coupling, distinctive to energy‐intensive symmetric *CO─CO dimerization catalyzed by bare CuO‐derived Cu surface. More importantly, the heterostructure modulates bonding strength of key C 2+ intermediate with enhanced O─C yet weakened Cu─O bonds, switching selectivity from C 2 H 4 on Cu to C 2+ alcohols on Mg‐Cu 2 O/Cu. Along with porous architecture affording abundant accessible sites, we achieve remarkable Faradaic efficiencies of 70.4% at an industrial current density of 448.7 mA cm −2 in neutral electrolyte and 61.4% at 316.1 mA cm −2 in acid for C 2+ alcohols, placing among the highest levels reported hitherto. This work provides a general catalyst design framework for steering reaction pathways in practical CO 2 electrolysis.",https://onlinelibrary.wiley.com/doi/10.1002/anie.8293761?af=R,CO₂电转化,0.4571710526943207,CO₂电转化,conversion_route_priority,,,0.44874638319015503,0.3655376434326172,0.4571710526943207,0.34855636954307556,0.29154813289642334,0.31328701972961426,0.19965755939483643,0.22015582025051117,0.2310621291399002,0.1385028064250946
Precise Construction of Flexible Two‐Dimensional Metal‐Organic Frameworks Through Pillar‐Ligand Tailoring for Efficient C2H2/CO2/C2H4 Separation,"ABSTRACT The key to achieving efficient separation of C 2 H 2 /CO 2 /C 2 H 4 is to prepare materials with both high adsorption capacity and high selectivity. Flexible two‐dimensional metal‐organic frameworks (2D MOFs) exhibit excellent performance in difficult separation applications due to their high structural toughness within the layers and strong stimulus responsiveness between layers, but their controllable preparation is a challenge. Herein, under the guidance of crystal engineering, we develop a framework dimensionality reduction strategy (3D → 2D) for tailoring of pillaring ligands to directionally construct flexible 2D MOFs, based on a 3D MOF (UPC‐191) constructed by terpyridine pillaring ligands and organic carboxylic acid ligands. The interlayer and intralayer pore environments are synergistically optimized by co‐modification of semi‐pillared ligands and carboxylic acid ligands as well as metal ion regulation. Remarkably, the optimal structure of difluoro‐functionalized MOF (UPC‐197) exhibits temperature‐responsive framework flexibility with a unique “gate‐opening effect” for C 2 H 2 and reverse adsorption behavior for CO 2 /C 2 H 4 at 195 K, achieving efficient separation of C 2 H 2 /C 2 H 4 and CO 2 /C 2 H 4 as well as C 2 H 2 /CO 2 /C 2 H 4 , which has been confirmed by adsorption isotherms, experimental breakthrough curves, and density functional theory calculations. This work provides a guidance for the precise construction of flexible 2D MOFs for the challenging separation of multi‐component low‐carbon hydrocarbons.",https://onlinelibrary.wiley.com/doi/10.1002/anie.4625459?af=R,CO₂捕集与分离,0.394284188747406,CO₂捕集与分离,capture_separation_keywords,,,0.2604314684867859,0.21096207201480865,0.25814417004585266,0.20024268329143524,0.16593296825885773,0.394284188747406,0.1279779076576233,0.17418473958969116,0.0806158185005188,0.0697438046336174
